0.0464399	1.92175
0.13932	2.63187
0.2322	2.20567
0.325079	1.76022
0.417959	1.29301
0.510839	1.0542
0.603719	1.39693
0.696599	3.06967
0.789478	2.26606
0.882358	1.78091
0.975238	1.67136
1.06812	1.37633
1.161	1.25575
1.25388	7.24993
1.34676	6.79727
1.43964	3.92247
1.53252	2.35311
1.6254	1.5342
1.71828	1.16728
1.81116	3.89658
1.90404	8.59185
1.99692	7.07129
2.0898	5.52754
2.18268	4.46197
2.27556	3.23347
2.36844	2.0941
2.46132	4.79209
2.5542	3.62938
2.64707	2.48708
2.73995	1.6259
2.83283	1.24265
2.92571	1.18204
3.01859	3.01477
3.11147	3.0267
3.20435	1.53523
3.29723	1.31844
3.39011	1.3138
3.48299	1.21393
3.57587	2.01138
3.66875	8.1256
3.76163	5.98201
3.85451	3.46089
3.94739	2.20296
4.04027	1.15297
4.13315	1.1434
4.22603	5.51647
4.31891	7.60026
4.41179	5.92319
4.50467	4.69829
4.59755	3.80317
4.69043	2.79731
4.78331	1.89398
4.87619	4.64783
4.96907	3.25784
5.06195	2.11654
5.15483	1.1002
5.24771	0.932539
5.34059	0.899083
5.43347	4.29133
5.52635	4.58753
5.61923	2.6283
5.71211	2.48457
5.80499	2.09928
5.89787	1.79307
5.99075	2.863
6.08363	6.90521
6.17651	4.82066
6.26939	2.92384
6.36227	1.61905
6.45515	1.23911
6.54803	1.17479
6.64091	5.42012
6.73379	5.67504
6.82667	3.56678
6.91955	3.53201
7.01243	2.98552
7.10531	2.27165
7.19819	1.59459
7.29107	3.01028
7.38395	2.24272
7.47683	1.47629
7.56971	1.43478
7.66259	4.15413
7.75546	4.27326
7.84834	4.11068
7.94122	4.0068
8.0341	2.4575
8.12698	1.70255
8.21986	1.40469
8.31274	3.41988
8.40562	4.39229
8.4985	3.15857
8.59138	2.70267
8.68426	2.25947
8.77714	1.97135
8.87002	1.75849
8.9629	1.45841
9.05578	1.1499
9.14866	0.699644
9.24154	0.621474
9.33442	0.617336
9.4273	0.631992
9.52018	0.559672
9.61306	0.343039
9.70594	0.352516
9.79882	2.91711
9.8917	5.22969
