0.0464399	0.236328
0.13932	2.79297
0.2322	1.96582
0.325079	2.24512
0.417959	2.27734
0.510839	1.82617
0.603719	0.494141
0.696599	0.6875
0.789478	2.62109
0.882358	1.53613
0.975238	1.48242
1.06812	0.451172
1.161	0.601562
1.25388	0.59082
1.34676	1.2998
1.43964	0.741211
1.53252	2.39551
1.6254	1.54688
1.71828	1.07422
1.81116	1.53613
1.90404	1.8584
1.99692	0.902344
2.0898	2.85742
2.18268	0.859375
2.27556	0.698242
2.36844	0.93457
2.46132	0.730469
2.5542	0.290039
2.64707	2.97559
2.73995	0.418945
2.83283	0.676758
2.92571	2.08398
3.01859	2.76074
3.11147	2.25586
3.20435	2.18066
3.29723	0.601562
3.39011	0.526367
3.48299	1.87988
3.57587	1.22461
3.66875	0.977539
3.76163	2.8252
3.85451	1.18164
3.94739	1.10645
4.04027	2.35254
4.13315	1.39648
4.22603	1.96582
4.31891	2.84668
4.41179	0.923828
4.50467	0.945312
4.59755	1.22461
4.69043	0.676758
4.78331	2.20215
4.87619	1.84766
4.96907	0.451172
5.06195	1.1709
5.15483	2.37402
5.24771	1.67578
5.34059	2.20215
5.43347	1.12793
5.52635	0.730469
5.61923	0.923828
5.71211	1.24609
5.80499	0.794922
5.89787	2.20215
5.99075	1.52539
6.08363	1.11719
6.17651	2.05176
6.26939	1.40723
6.36227	0.827148
6.45515	3.00781
6.54803	0.859375
6.64091	0.644531
6.73379	1.28906
6.82667	0.515625
6.91955	0.290039
7.01243	2.4707
7.10531	0.494141
7.19819	0.34375
7.29107	2.59961
7.38395	2.08398
7.47683	1.31055
7.56971	1.7832
7.66259	0.880859
7.75546	0.859375
7.84834	2.33105
7.94122	3.55566
8.0341	2.68555
8.12698	1.74023
8.21986	1.36426
8.31274	1.11719
8.40562	2.75
8.4985	2.27734
8.59138	2.93262
8.68426	3.5127
8.77714	4.5332
8.87002	2.39551
8.9629	1.86914
9.05578	2.33105
9.14866	2.92188
9.24154	2.41699
9.33442	1.43945
9.4273	2.0625
9.52018	2.57812
9.61306	1.93359
9.70594	2.04102
9.79882	1.33203
9.8917	1.21387
