0.0464399	0.310153	0.17823	0.140276	0.371341
0.13932	0.241891	0.208213	0.17888	0.371016
0.2322	0.219325	0.209339	0.191331	0.380005
0.325079	0.222158	0.195661	0.179631	0.402549
0.417959	0.217392	0.188453	0.178206	0.415948
0.510839	0.240823	0.184827	0.197029	0.377321
0.603719	0.229336	0.184371	0.192737	0.393556
0.696599	0.207109	0.17784	0.180509	0.434542
0.789478	0.187409	0.160645	0.174644	0.477303
0.882358	0.217667	0.156351	0.202514	0.423468
0.975238	0.199245	0.168162	0.186414	0.446179
1.06812	0.196838	0.151791	0.195934	0.455437
1.161	0.181335	0.152265	0.18547	0.480929
1.25388	0.222473	0.162276	0.202367	0.412884
1.34676	0.20555	0.1745	0.196115	0.423835
1.43964	0.185066	0.168387	0.167761	0.478786
1.53252	0.202276	0.176681	0.189055	0.431987
1.6254	0.188845	0.160638	0.200563	0.449953
1.71828	0.209496	0.174124	0.182984	0.433396
1.81116	0.186041	0.152546	0.186286	0.475126
1.90404	0.234955	0.180159	0.192458	0.392428
1.99692	0.211844	0.170691	0.202618	0.414847
2.0898	0.204717	0.176868	0.182484	0.435931
2.18268	0.178138	0.162452	0.178605	0.480805
2.27556	0.219466	0.167182	0.195692	0.41766
2.36844	0.195497	0.157559	0.195068	0.451875
2.46132	0.221749	0.186515	0.178511	0.413225
2.5542	0.243392	0.202273	0.165065	0.389271
2.64707	0.259923	0.21051	0.195244	0.334323
2.73995	0.269366	0.204345	0.181272	0.345017
2.83283	0.221915	0.181981	0.16281	0.433294
2.92571	0.23077	0.202575	0.160592	0.406062
3.01859	0.23445	0.220083	0.193698	0.351769
3.11147	0.21969	0.216111	0.196713	0.367486
3.20435	0.218054	0.213095	0.194362	0.374488
3.29723	0.22769	0.208594	0.191655	0.372062
3.39011	0.24112	0.224224	0.203459	0.331196
3.48299	0.234925	0.206141	0.182141	0.376794
3.57587	0.242162	0.209276	0.176439	0.372122
3.66875	0.243732	0.20045	0.17849	0.377328
3.76163	0.257333	0.215946	0.180062	0.346658
3.85451	0.222211	0.184976	0.176407	0.416406
3.94739	0.244747	0.206494	0.170486	0.378273
4.04027	0.25606	0.217542	0.193782	0.332616
4.13315	0.279504	0.222669	0.175451	0.322375
4.22603	0.228459	0.190231	0.16733	0.41398
4.31891	0.251933	0.205006	0.157318	0.385743
4.41179	0.240652	0.203943	0.17718	0.378225
4.50467	0.236589	0.221898	0.194454	0.34706
4.59755	0.224352	0.211741	0.178167	0.38574
4.69043	0.227962	0.207645	0.186636	0.377758
4.78331	0.261366	0.222186	0.192324	0.324124
4.87619	0.255627	0.218966	0.182653	0.342754
4.96907	0.252568	0.209248	0.171477	0.366706
5.06195	0.242486	0.203867	0.1774	0.376247
5.15483	0.246723	0.207189	0.174733	0.371355
5.24771	0.228553	0.197852	0.174179	0.399416
5.34059	0.258993	0.210056	0.173459	0.357493
5.43347	0.256278	0.208684	0.185693	0.349345
5.52635	0.288239	0.227475	0.171075	0.313211
5.61923	0.224304	0.184553	0.174682	0.416461
5.71211	0.241211	0.207341	0.167671	0.383777
5.80499	0.227239	0.210048	0.191024	0.371689
5.89787	0.224453	0.220125	0.197046	0.358375
5.99075	0.213972	0.204982	0.182221	0.398826
6.08363	0.224391	0.21302	0.18693	0.37566
6.17651	0.241603	0.220185	0.202143	0.336069
6.26939	0.250782	0.22271	0.184302	0.342207
6.36227	0.221766	0.201332	0.177472	0.399431
6.45515	0.248045	0.210466	0.177939	0.36355
6.54803	0.243939	0.205455	0.175169	0.375437
6.64091	0.223634	0.199967	0.17984	0.396559
6.73379	0.249888	0.207713	0.177147	0.365252
6.82667	0.229478	0.196675	0.179402	0.394445
6.91955	0.229029	0.201759	0.183449	0.385764
7.01243	0.232836	0.195051	0.176205	0.395908
7.10531	0.251071	0.207132	0.169562	0.372234
7.19819	0.224522	0.192434	0.18131	0.401734
7.29107	0.239687	0.203043	0.171464	0.385806
7.38395	0.222858	0.187028	0.17391	0.416204
7.47683	0.235271	0.195429	0.173	0.396301
7.56971	0.249067	0.198494	0.189428	0.363011
7.66259	0.2708	0.216147	0.184525	0.328528
7.75546	0.232338	0.188069	0.171116	0.408478
7.84834	0.259936	0.20368	0.16013	0.376254
7.94122	0.252065	0.198743	0.174879	0.374314
8.0341	0.278576	0.219606	0.158354	0.343464
8.12698	0.264131	0.212689	0.165564	0.357616
8.21986	0.254965	0.209615	0.175648	0.359772
8.31274	0.280562	0.222303	0.18295	0.314185
8.40562	0.270829	0.219033	0.184219	0.325919
8.4985	0.247237	0.225487	0.194532	0.332745
8.59138	0.248177	0.219218	0.195723	0.336882
8.68426	0.251661	0.225723	0.197341	0.325275
8.77714	0.272417	0.234046	0.18835	0.305188
8.87002	0.281741	0.231281	0.181491	0.305486
8.9629	0.227013	0.194743	0.184662	0.393582
9.05578	0.276563	0.233333	0.189103	0.301001
9.14866	0.274651	0.225633	0.185651	0.314065
9.24154	0.297416	0.236159	0.172378	0.294047
9.33442	0.238531	0.205301	0.193085	0.363083
9.4273	0.293057	0.237913	0.175412	0.293618
9.52018	0.297962	0.226263	0.168426	0.307349
9.61306	0.312528	0.237559	0.157765	0.292147
9.70594	0.265606	0.219353	0.187293	0.327747
9.79882	0.305102	0.238183	0.170196	0.286519
9.8917	0.266981	0.236758	0.183223	0.313038
