0.0464399	5142.17
0.13932	4533
0.2322	5096.95
0.325079	5173.15
0.417959	5402.5
0.510839	5225.61
0.603719	5046.03
0.696599	4813.84
0.789478	5517.4
0.882358	5950.97
0.975238	5947.5
1.06812	5548.23
1.161	5718.4
1.25388	3342.43
1.34676	4302.67
1.43964	5973.65
1.53252	6604.26
1.6254	6379.12
1.71828	6253.63
1.81116	5997.86
1.90404	3912.29
1.99692	4453.85
2.0898	5472.89
2.18268	6198.27
2.27556	6987.43
2.36844	6990.95
2.46132	3997.48
2.5542	5330.42
2.64707	5646.55
2.73995	5742.93
2.83283	5778.8
2.92571	5851.74
3.01859	4462.81
3.11147	5369.53
3.20435	5139.81
3.29723	5451.13
3.39011	5841.13
3.48299	5747.79
3.57587	5639.77
3.66875	3762.49
3.76163	4847.93
3.85451	6571.9
3.94739	6901.92
4.04027	6085.88
4.13315	6722.92
4.22603	3783.39
4.31891	4250.07
4.41179	5296.79
4.50467	6091.7
4.59755	6590.96
4.69043	7041.01
4.78331	6887.46
4.87619	4423.53
4.96907	5721
5.06195	6018.68
5.15483	6186.88
5.24771	6540.87
5.34059	6393.1
5.43347	3815.51
5.52635	4601.67
5.61923	5772.35
5.71211	5943.66
5.80499	6417.37
5.89787	5971.73
5.99075	5513.27
6.08363	4260.37
6.17651	5523.96
6.26939	6454.66
6.36227	5894.51
6.45515	5689.17
6.54803	6107.06
6.64091	3784.41
6.73379	5034.83
6.82667	5762.99
6.91955	6189.38
7.01243	6448.71
7.10531	6359.81
7.19819	5771.69
7.29107	4977.75
7.38395	5470.16
7.47683	5253.09
7.56971	5196.03
7.66259	5555.45
7.75546	4451.92
7.84834	3839.81
7.94122	5383.33
8.0341	5606.65
8.12698	5747.87
8.21986	5981.08
8.31274	4652.24
8.40562	6071.62
8.4985	5600.47
8.59138	4601.48
8.68426	4793.92
8.77714	4891.84
8.87002	5260.86
8.9629	5285.39
9.05578	5271.54
9.14866	5105.09
9.24154	4945
9.33442	4946.47
9.4273	5181.07
9.52018	5222.69
9.61306	6112.88
9.70594	5629.61
9.79882	4556.66
9.8917	5239.58
